58,חביב    ,               ,CHAVIV         ,862,חמדן    ,271,ברכה    ,אושה           ,631118,0,1,3,0,0,0,0,0,0,0,0,0,1,641118,770707,770707,  , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0, , , , , ,0,0,0,לא ידוע ,0,0,0,0,0,0,278000,0,0,0,0
59,מגד     ,               ,MEGED          ,909,מותק    ,780,דוגרת   ,כפר גלעדי      ,631102,0,1,3,0,0,0,0,0,0,0,0,0,1,641102,770707,770707,  , ,-89,0,0,0,0,100,99,100,100,101,100,100,100,98,99,100,101,100,100,100,99,100,923,0,0,0,0,0,0, , , , , ,0,0,0,לא ידוע ,0,0,0,0,0,0,76000,0,0,0,0
60,עלם     ,               ,ELEM           ,951,תור     ,121,עלמה    ,               ,640123,0,1,3,34,0,0,0,0,0,0,0,0,1,650123,770707,770707,  , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588,0,0,0,29,0,0, , , , , ,0,0,0,לא ידוע ,0,0,0,0,0,0,1141007,-8.05,1,0,0
61,ליש     ,               ,LAYIS          ,950,שומר    ,198,לילי    ,עין צורים      ,640222,0,1,3,0,0,0,0,0,0,0,0,0,1,650222,770707,770707,  , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,692,0,0,0,0,0,0, , , , , ,0,0,0,לא ידוע ,0,0,0,0,0,0,622000,0,0,0,0
62,ער      ,               ,ER             ,971,עוזי    ,99999,        ,               ,640329,0,1,3,0,0,0,0,0,0,0,0,0,1,650329,770707,770707,  , ,0,0,0,0,0,101,100,99,100,100,99,101,100,99,98,99,100,99,100,99,100,99,0,0,0,0,0,0,0, , , , , ,0,0,0,לא ידוע ,0,0,0,0,0,0,0,0,0,0,0
63,בוגר    ,               ,BOGER          ,924,גניגר   ,2906,בניה    ,עין צורים      ,640425,0,1,3,0,0,0,0,0,0,0,0,0,1,650425,770707,770707,  , ,-1206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588,0,0,0,0,0,0, , , , , ,0,0,0,לא ידוע ,0,0,0,0,0,0,622000,0,0,0,0
64,מפל     ,               ,MAPAL          ,951,תור     ,630,פאולה   ,רפת מ.ג.ע      ,640508,0,1,3,0,0,0,0,0,0,0,0,0,1,650508,770707,770707,  , ,-1413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0, , , , , ,0,0,0,לא ידוע ,0,0,0,0,0,0,104000,0,0,0,0
65,קרוזו   ,               ,CRUZO          ,971,עוזי    ,391,קלרה    ,הזורע          ,640706,0,1,3,0,0,0,0,0,0,0,0,0,1,650706,770707,770707,  , ,-1105,0,0,0,0,101,100,99,100,100,99,101,100,99,98,99,100,99,100,99,100,99,569,0,0,0,0,0,0, , , , , ,0,0,0,לא ידוע ,0,0,0,0,0,0,250000,0,0,0,0
66,אכזיב   ,               ,ACHZIV         ,818,אכילס   ,113,ליאור   ,צובה***********,640704,0,1,3,0,0,0,0,0,0,0,0,0,1,650704,770707,770707,  , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576,0,0,0,0,0,0, , , , , ,0,0,0,לא ידוע ,0,0,0,0,0,0,465000,0,0,0,0
67,נירון   ,               ,NERON          ,977,נצר     ,854,פלמיר   ,חקלאות גבע     ,640809,0,1,3,33,0,0,0,0,0,0,0,0,1,650809,770707,770707,  , ,0,0,0,0,0,100,99,99,100,100,99,100,101,100,99,99,100,99,100,99,99,100,190,0,0,0,28,0,0, , , , , ,0,0,0,לא ידוע ,0,0,0,0,0,0,86000,0,0,0,0
69,מזרק    ,               ,MAZREK         ,0,לא ידוע ,0,        ,               ,510101,0,1,4,0,0,0,0,0,0,0,0,0,1,510101,510101,510101,  , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0,0,0,לא ידוע ,0,0,0,0,0,0,0,0,0,0,0
70,קפילר   ,               ,CAPILAR        ,0,לא ידוע ,0,        ,               ,510101,0,1,4,0,0,0,0,0,0,0,0,0,1,510101,770707,770707,  , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0,0,0,לא ידוע ,0,0,0,0,0,0,0,0,0,0,0
71,כסיה    ,               ,CSAYA          ,0,לא ידוע ,0,        ,               ,510101,0,1,4,0,0,0,0,0,0,0,0,0,1,510101,770707,770707,  , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0,0,0,לא ידוע ,0,0,0,0,0,0,0,0,0,0,0
73,צהל     ,               ,ZAHAL          ,973,בראון   ,93248,צהלה    ,שדה אליהו      ,640924,0,1,3,17,0,0,0,0,0,0,0,0,1,650924,770707,770707,  , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588,0,0,0,6,0,0, , , , , ,0,0,0,לא ידוע ,0,0,0,0,0,0,304000,0,0,0,0
74,בנגו    ,               ,BINGO          ,862,חמדן    ,1422,גולדה   ,רפת המנורה     ,641020,0,1,3,0,0,0,0,0,0,0,0,0,1,651020,770707,770707,  , ,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588,0,0,0,7,0,0, , , , , ,0,0,0,לא ידוע ,0,0,0,0,0,0,377000,0,0,0,0
75,פיני    ,               ,PINI           ,950,שומר    ,953,פינוק   ,רפת מ.ג.ע      ,641028,0,1,3,0,0,0,0,0,0,0,0,0,1,651028,770707,770707,  , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588,0,0,0,0,0,0, , , , , ,0,0,0,לא ידוע ,0,0,0,0,0,0,104000,0,0,0,0
77,        ,               ,               ,0,לא ידוע ,0,        ,               ,510101,0,1,4,0,0,0,0,0,0,0,0,0,1,510101,510101,510101,  , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0,0,0,לא ידוע ,0,0,0,0,0,0,0,0,0,0,0
79,זאב     ,               ,ZEEV           ,973,בראון   ,783,זוהר    ,רפת מ.ג.ע      ,641219,0,1,3,0,0,0,0,0,0,0,0,0,1,651219,770707,770707,  , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,577,0,0,0,0,0,0, , , , , ,0,0,0,לא ידוע ,0,0,0,0,0,0,104000,0,0,0,0
80,געש     ,               ,GAASH          ,924,גניגר   ,4868,ושתי    ,זיקים          ,641201,0,1,3,4,0,0,0,0,0,0,0,0,1,651201,770707,770707,  , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588,0,0,0,2,0,0, , , , , ,0,0,0,לא ידוע ,0,0,0,0,0,0,584000,0,0,0,0
87,רוזן    ,               ,RAZON          ,950,שומר    ,58,רוזנת   ,ברור*חיל*******,641130,0,1,3,0,0,0,0,0,0,0,0,0,1,651130,770707,770707,  , ,0,0,0,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,0,0,0,0,0,0, , , , , ,0,0,0,לא ידוע ,0,0,0,0,0,0,428000,0,0,0,0
88,יעיל    ,               ,YAEL           ,9999,מקומי   ,648,פעילה   ,גבעת*ברנר******,650103,0,1,3,0,0,0,0,0,0,0,0,0,1,660103,770707,770707,  , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,626,0,0,0,0,0,0, , , , , ,0,0,0,לא ידוע ,0,0,0,0,0,0,147000,0,0,0,0
89,דגון    ,               ,DAGON          ,9999,מקומי   ,709,נירפה   ,גבעת*ברנר******,650219,0,1,3,0,0,0,0,0,0,0,0,0,1,660219,770707,770707,  , ,1049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0, , , , , ,0,0,0,לא ידוע ,0,0,0,0,0,0,147000,0,0,0,0
92,חורב    ,               ,CHOREV         ,985,חרוץ    ,52906,        ,עין צורים      ,650507,0,1,3,2,0,0,0,0,0,0,0,0,1,660507,770707,770707,  , ,-242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,2,0,0, , , , , ,0,0,0,לא ידוע ,0,0,0,0,0,0,622000,0,0,0,0
94,תירוש   ,               ,TIROSH         ,970,תניא    ,218,זיזי    ,מגן************,650214,0,1,3,0,0,0,0,0,0,0,0,0,1,660214,770707,770707,  , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,987,0,0,0,0,0,0, , , , , ,0,0,0,לא ידוע ,0,0,0,0,0,0,695000,0,0,0,0
95,ניצן    ,               ,NIZAN          ,977,נצר     ,7,מקסימ   ,מירז**שמואל****,650716,0,1,3,0,0,0,0,0,0,0,0,0,1,660716,770707,770707,  , ,0,0,0,0,0,100,99,99,100,100,99,100,101,100,99,99,100,99,100,99,99,100,843,0,0,0,0,0,0, , , , , ,0,0,0,לא ידוע ,0,0,0,0,0,0,140026,0,0,0,0
96,צלף     ,               ,               ,929,חלוץ    ,99999,        ,               ,641213,0,1,3,0,0,0,0,0,0,0,0,0,1,651213,770707,770707,  , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588,0,0,0,0,0,0, , , , , ,0,0,0,לא ידוע ,0,0,0,0,0,0,0,0,0,0,0
97,שדר     ,               ,SHEDER         ,950,שומר    ,1,דנדינ   ,               ,641220,0,1,3,0,0,0,0,0,0,0,0,0,1,651220,770707,770707,  , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0, , , , , ,0,0,0,לא ידוע ,0,0,0,0,0,0,0,0,0,0,0
98,עופר    ,               ,               ,950,שומר    ,1,סיניה   ,קפלינסקי*ניר***,641231,0,1,3,0,0,0,0,0,0,0,0,0,1,651231,770707,770707,  , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850,0,0,0,0,0,0, , , , , ,0,0,0,לא ידוע ,0,0,0,0,0,0,190110,0,0,0,0
